symbol,pval,FC_type2vstype1
FBLN7,4.32E-08,0.360464861
LOC100128822,4.35E-08,0.628511289
B3GNT3,4.43E-08,0.267946672
PIGL,4.49E-08,0.602057345
ZBTB5,4.57E-08,0.757298026
WASL,4.57E-08,0.752394353
LCN2,4.62E-08,0.169742473
C4orf10,4.64E-08,0.717775123
C6orf59,4.64E-08,0.458780461
ATP6AP1L,4.70E-08,0.601711391
CXorf50B,4.75E-08,0.534491416
C17orf63,4.76E-08,0.754302503
FTSJ2,4.76E-08,0.781175253
KLHL17,4.78E-08,0.577244516
DNALI1,4.95E-08,0.573507572
ANKRD52,4.98E-08,0.718861782
GLOD4,4.98E-08,0.745979124
RAI2,4.99E-08,0.576799703
EHMT1,5.00E-08,0.800448558
GOLGA2B,5.04E-08,0.490631451
LOC90834,5.07E-08,0.465497807
ABRA,5.11E-08,0.417102147
LRRC36,5.34E-08,0.380141586
KIAA1908,5.36E-08,0.580005483
ZDHHC4,5.42E-08,0.75890858
TAB1,5.45E-08,0.784376936
USPL1,5.46E-08,0.680857923
LRRC6,5.53E-08,0.675531855
?,5.65E-08,0.455335055
PGS1,5.73E-08,0.774463765
PPP1R3G,5.77E-08,0.403467025
TLE2,5.92E-08,0.425841585
TIGD4,5.92E-08,0.587004671
C7orf64,5.99E-08,0.720747186
AGER,6.01E-08,0.424466862
RHOU,6.10E-08,0.473646678
EXOC4,6.27E-08,0.738244557
PDGFA,6.29E-08,0.512630982
ERC2,6.35E-08,0.529762743
L3MBTL,6.37E-08,0.486269383
PAN3,6.39E-08,0.716679494
ANKRD53,6.40E-08,0.400176664
NKTR,6.45E-08,0.55464081
ZNF711,6.51E-08,0.456154991
PLAG1,6.59E-08,0.302892959
HOXC8,6.71E-08,0.505024938
OR2A1,6.75E-08,0.575556091
ODZ3,6.76E-08,0.412127964
DCBLD2,6.78E-08,0.490267129
TSSK3,6.81E-08,0.532728047
EIF4ENIF1,6.87E-08,0.792152953
TAS2R5,6.95E-08,0.426866172
CTAGE4,6.99E-08,0.527543363
ZNF276,7.02E-08,0.639531363
ST6GALNAC5,7.08E-08,0.215863186
HOXC9,7.26E-08,0.613854409
FBXO15,7.33E-08,0.576119401
COX6B2,7.37E-08,0.385624386
ZNF83,7.50E-08,0.524132577
RBM6,7.55E-08,0.665396533
VCAN,7.62E-08,0.303915895
EPPK1,7.79E-08,0.356302497
P4HTM,7.99E-08,0.747198921
HPX,8.05E-08,0.401489102
SEC16B,8.10E-08,0.469398936
GTF2IRD1,8.21E-08,0.759068543
ALKBH4,8.40E-08,0.73796574
MORN3,8.43E-08,0.467686495
ZNF502,8.58E-08,0.547860847
ZNF449,8.58E-08,0.670917371
MORN4,8.65E-08,0.733227662
EVPL,8.66E-08,0.529219186
DMKN,8.73E-08,0.33849542
SKINTL,8.87E-08,0.514728886
MCM7,8.97E-08,0.670952584
NPAS3,9.01E-08,0.456914685
MITF,9.15E-08,0.666623525
FITM1,9.22E-08,0.541537741
POM121,9.25E-08,0.745283002
ZNF250,9.34E-08,0.681465487
GTF2IRD2B,9.36E-08,0.656263576
CLDN4,9.47E-08,0.532520181
TOP3B,9.54E-08,0.677643786
CROCCL2,9.59E-08,0.515312256
DGKA,9.67E-08,0.529404617
SH2D3A,9.75E-08,0.526150522
SPAG17,9.85E-08,0.386307908
C17orf108,9.86E-08,0.652239577
SRGAP3,9.87E-08,0.476255041
C16orf93,9.89E-08,0.576615942
MCF2L,1.00E-07,0.644432025
IL17RD,1.00E-07,0.5107765
SLC5A1,1.00E-07,0.211362693
C3orf21,1.03E-07,0.72907907
MKRN1,1.03E-07,0.816562267
LUC7L,1.04E-07,0.522495655
VPS25,1.06E-07,0.722946661
PKDCC,1.07E-07,0.481882629
LOC144486,1.10E-07,0.621174986
C2orf81,1.12E-07,0.523035548
TBC1D3H,1.13E-07,0.461085405
SCMH1,1.13E-07,0.681865272
CDH22,1.14E-07,0.19761188
RIC3,1.14E-07,0.466003434
LRRC37B2,1.15E-07,0.788212948
MARCKS,1.16E-07,0.618956399
PTH2R,1.19E-07,0.540271104
OCM,1.20E-07,0.563644623
C1orf170,1.21E-07,0.389889532
BRD3,1.23E-07,0.730096455
ZNF605,1.23E-07,0.722169725
STAT6,1.24E-07,0.797740511
CABP1,1.27E-07,0.272120684
ALKBH6,1.28E-07,0.661867483
NRBP2,1.30E-07,0.567424657
TRIM45,1.31E-07,0.594075432
TRIM13,1.31E-07,0.771486766
C6orf138,1.34E-07,0.333556388
COPS7B,1.35E-07,0.73412365
RLN2,1.36E-07,0.490284503
RYR3,1.37E-07,0.266058031
LOC100128842,1.37E-07,0.472657198
ATP10A,1.38E-07,0.382958244
LOC644165,1.39E-07,0.409668107
SLC35E2,1.39E-07,0.720953451
CCDC64B,1.40E-07,0.250357434
C15orf59,1.40E-07,0.292295363
GALNT5,1.41E-07,0.239108246
RIBC1,1.43E-07,0.675434196
FAM35B2,1.45E-07,0.664713981
RSPH10B2,1.46E-07,0.505261873
ARRDC1,1.46E-07,0.672723247
ZNF385B,1.46E-07,0.350070322
TRIM66,1.48E-07,0.615397223
TRIM10,1.49E-07,0.328713807
ESYT2,1.50E-07,0.733535771
MSH5,1.54E-07,0.508005091
GJB3,1.55E-07,0.287592588
SOX15,1.57E-07,0.608278034
HSPBAP1,1.57E-07,0.678416782
TMEM51,1.58E-07,0.68763158
ZNF396,1.58E-07,0.660574874
CLK4,1.60E-07,0.62830086
CDHR3,1.60E-07,0.444401414
CCT6P1,1.69E-07,0.594833401
RAB3IP,1.74E-07,0.641169768
IRGQ,1.75E-07,0.800224241
TNRC18,1.75E-07,0.662839882
CNTN6,1.79E-07,0.13587049
HPYR1,1.79E-07,0.618462326
PPARD,1.80E-07,0.62221604
CLIC3,1.81E-07,0.355976686
MAL2,1.82E-07,0.472206784
LEKR1,1.83E-07,0.564370628
GPM6B,1.85E-07,0.368496288
L3MBTL3,1.86E-07,0.706759358
CCDC24,1.89E-07,0.636396967
SRR,1.91E-07,0.652893096
CSNK1E,1.93E-07,0.756428853
SECTM1,1.93E-07,0.419829395
KCTD2,1.93E-07,0.751286233
FAM47E,1.94E-07,0.661123883
PAPLN,1.94E-07,0.484494756
NAT14,1.95E-07,0.519021899
ENTPD8,1.96E-07,0.395935175
SCRN1,1.97E-07,0.605083256
CACNA2D4,1.98E-07,0.562603378
CTAGE9,1.99E-07,0.545213252
RELL1,1.99E-07,0.654906016
REG1A,2.00E-07,0.113670906
SPDYE8P,2.02E-07,0.610909927
LOC256880,2.02E-07,0.54456256
LOC648740,2.03E-07,0.479429661
TRIM15,2.05E-07,0.292428822
CHKA,2.05E-07,0.672131209
MMP11,2.05E-07,0.441180839
SYCE1L,2.05E-07,0.324250649
TCTEX1D2,2.06E-07,0.675895716
TNFRSF10C,2.06E-07,0.515933221
MC1R,2.08E-07,0.445538621
ZNF107,2.08E-07,0.582953646
RAD52,2.10E-07,0.654060458
ALS2CL,2.12E-07,0.461384179
C2orf63,2.13E-07,0.521996606
ASXL3,2.14E-07,0.314908132
C2orf55,2.16E-07,0.47149933
C1QTNF1,2.19E-07,0.514105282
RAB31,2.19E-07,0.576493573
SEC31B,2.20E-07,0.457532652
COMMD2,2.23E-07,0.751428545
C20orf134,2.24E-07,0.547126264
LOC338799,2.26E-07,0.452242312
LAMC2,2.26E-07,0.356612752
DNAJC1,2.32E-07,0.658924057
C7orf47,2.35E-07,0.572003854
LZTR1,2.38E-07,0.760839152
FBXL7,2.40E-07,0.536914972
LOC80154,2.42E-07,0.59369617
KRT8,2.44E-07,0.567659855
PCP4,2.44E-07,0.176532638
KBTBD2,2.46E-07,0.798308021
MBL1P,2.48E-07,0.397733711
C1orf159,2.49E-07,0.629053719
NFIA,2.50E-07,0.670653448
ERAS,2.58E-07,0.544158109
C10orf140,2.62E-07,0.345301989
PCGF3,2.65E-07,0.693439493
WDR85,2.66E-07,0.630868501
FAM113A,2.67E-07,0.649428904
ANXA3,2.70E-07,0.521707711
C15orf48,2.71E-07,0.377397246
LRRC49,2.74E-07,0.660184862
H2AFV,2.79E-07,0.798965576
NDUFA5,2.79E-07,0.729948297
USH1G,2.83E-07,0.321060223
C10orf25,2.85E-07,0.69797783
LOC100131434,2.85E-07,0.427876663
LOC146880,2.86E-07,0.559595559
C9orf116,2.86E-07,0.586778755
ZNF513,2.88E-07,0.701209174
CD24,2.89E-07,0.622674105
PHYHIPL,2.90E-07,0.381205348
NCK2,2.91E-07,0.773239782
TRRAP,2.91E-07,0.697827021
GOLGA1,2.92E-07,0.807369294
LOC100128076,2.95E-07,0.394720876
CREBZF,2.95E-07,0.690481202
NEBL,2.97E-07,0.330122368
C17orf107,2.99E-07,0.563181714
HMGN1,2.99E-07,0.746035162
DDX17,3.03E-07,0.710268764
FAM13AOS,3.06E-07,0.463412144
ORAI2,3.07E-07,0.713064639
LENG8,3.07E-07,0.57193318
GRID2IP,3.10E-07,0.497289056
UNC119B,3.12E-07,0.722326107
AP1G2,3.12E-07,0.63253894
ADAMTS9,3.14E-07,0.619736468
C17orf56,3.15E-07,0.636187654
C7orf46,3.21E-07,0.628777942
INSL3,3.27E-07,0.46305367
LOC440944,3.27E-07,0.569026463
PRKX,3.29E-07,0.656458488
ING4,3.30E-07,0.752316449
MAL,3.35E-07,0.281747992
UBAC2,3.36E-07,0.755190357
TTC16,3.36E-07,0.547349136
C11orf35,3.40E-07,0.615139609
BTBD7,3.47E-07,0.713967271
SNHG10,3.50E-07,0.519236061
RRN3P1,3.54E-07,0.459971175
TTBK1,3.62E-07,0.346470758
NPEPL1,3.63E-07,0.626931108
C7orf71,3.68E-07,0.670415282
SIRT3,3.76E-07,0.784760828
SPSB3,3.76E-07,0.684065275
ZNF204P,3.78E-07,0.383275966
NEK10,3.84E-07,0.505535806
KCNAB3,3.91E-07,0.478563698
LSM5,3.95E-07,0.755947523
LOC100240734,3.96E-07,0.530732078
LOC283392,4.07E-07,0.387506262
5-Sep,4.11E-07,0.509280925
CENPT,4.12E-07,0.636119919
NPHP4,4.13E-07,0.736881507
TADA3,4.19E-07,0.764471323
NBR2,4.21E-07,0.617650712
ADD1,4.22E-07,0.824449922
SLC25A37,4.23E-07,0.577212317
ZNF799,4.26E-07,0.738995865
C14orf181,4.26E-07,0.520105884
C1orf91,4.29E-07,0.645323344
TBC1D3,4.38E-07,0.608385649
IGF2BP2,4.39E-07,0.42460504
FRMD4B,4.42E-07,0.629629483
GATA1,4.50E-07,0.561801512
MST1P2,4.51E-07,0.322075165
ANKRD10,4.54E-07,0.663057927
C7orf27,4.60E-07,0.693072926
TESC,4.61E-07,0.352804966
WDR34,4.61E-07,0.705557037
ARSJ,4.62E-07,0.569000768
TMEM102,4.67E-07,0.667542883
ARHGEF19,4.68E-07,0.528560368
VWA3A,4.69E-07,0.372594068
FAM183A,4.71E-07,0.420279631
ZNF860,4.73E-07,0.51537013
TULP3,4.82E-07,0.739326015
SYNGR3,4.89E-07,0.394655315
MCRS1,4.91E-07,0.780134907
TMEM86B,4.96E-07,0.621375555
IFFO1,4.99E-07,0.609344847
DIS3L2,4.99E-07,0.796001519
C16orf3,5.00E-07,0.521639701
HRCT1,5.00E-07,0.382276093
C15orf52,5.06E-07,0.569612169
FAM81B,5.09E-07,0.313087251
LRRC23,5.11E-07,0.676155587
TAGLN3,5.16E-07,0.26574359
PLA2G16,5.22E-07,0.492049839
NGEF,5.23E-07,0.353207666
FAM83H,5.27E-07,0.627395278
C22orf40,5.34E-07,0.70694739
CTBP2,5.34E-07,0.797766584
GPR173,5.39E-07,0.39204242
WDR82,5.39E-07,0.77250604
SEPT7P2,5.46E-07,0.665337402
TCTN2,5.48E-07,0.730415372
PTBP2,5.50E-07,0.667351225
C7orf4,5.52E-07,0.581724404
NFAT5,5.54E-07,0.6177754
CDRT15P,5.62E-07,0.596610392
ZNF238,5.65E-07,0.677767571
PPP1R13B,5.71E-07,0.75726585
EHD2,5.76E-07,0.594443877
HMHA1,5.80E-07,0.599482514
CD164L2,5.85E-07,0.439573929
KCP,5.87E-07,0.508529974
SPAG7,5.87E-07,0.732214462
MYL3,5.87E-07,0.298828582
TAF1C,5.88E-07,0.670533695
RNF32,5.90E-07,0.625693519
FAM19A1,5.95E-07,0.487812765
TAS2R10,6.08E-07,0.669036039
TXNL4B,6.09E-07,0.736715146
PIH1D2,6.29E-07,0.682816066
ADAT2,6.31E-07,0.604285505
C10orf47,6.40E-07,0.514406356
SNORA39,6.41E-07,0.503795317
TUG1,6.46E-07,0.777027625
KLF4,6.47E-07,0.539016276
PDZD3,6.48E-07,0.330693295
TMEM163,6.49E-07,0.331914405
SULF2,6.55E-07,0.56060814
MAPK7,6.56E-07,0.772745816
DSC2,6.56E-07,0.5547351
AHSA2,6.66E-07,0.464897868
RAD9A,6.85E-07,0.632160405
CCDC74A,6.87E-07,0.493324936
LOC100270746,6.88E-07,0.623017947
NOXA1,6.93E-07,0.569451497
ZNF594,6.95E-07,0.581404718
NR2E3,6.96E-07,0.545150716
TWISTNB,6.97E-07,0.784981009
SLC44A3,6.99E-07,0.687009876
KIF12,7.01E-07,0.571047498
CDK11B,7.01E-07,0.809643971
SYNGR1,7.05E-07,0.616883565
SPATS2L,7.06E-07,0.655741697
SCGB3A1,7.08E-07,0.392636212
IL18R1,7.35E-07,0.532553055
MLL3,7.36E-07,0.697380079
WSB1,7.40E-07,0.562569496
SLC39A8,7.43E-07,0.472853514
PDXDC2,7.48E-07,0.515228549
WDR78,7.56E-07,0.575549618
MTCP1,7.71E-07,0.603048348
C21orf63,7.75E-07,0.474595763
KCTD12,7.80E-07,0.595324769
MAPK8IP3,7.81E-07,0.54352018
PURG,7.86E-07,0.302071869
SIPA1L1,7.96E-07,0.71154927
WNT10B,8.03E-07,0.425622252
COPG2,8.19E-07,0.711034655
RP9,8.29E-07,0.679781868
RNASE4,8.35E-07,0.557231078
TP53INP1,8.37E-07,0.649971682
OSBPL7,8.37E-07,0.684785162
WDR38,8.50E-07,0.422655083
UBE2Q2P1,8.50E-07,0.513956089
LOC651250,8.51E-07,0.783326847
ZBTB8A,8.51E-07,0.71340805
C14orf138,8.55E-07,0.668650423
PPP1R14C,8.65E-07,0.380357018
ATP8B3,8.68E-07,0.344861275
C10orf93,8.85E-07,0.526753869
OSCP1,8.86E-07,0.710902428
ABCB4,8.98E-07,0.437832702
LOC646762,8.98E-07,0.696581697
BBS4,8.98E-07,0.755861664
FAM200B,9.11E-07,0.722225899
CXCL16,9.22E-07,0.597467794
ANKS3,9.24E-07,0.659979415
NRXN3,9.28E-07,0.305944692
LOC100272146,9.29E-07,0.511850699
OXCT2,9.33E-07,0.438137741
MINK1,9.37E-07,0.763037958
BREA2,9.48E-07,0.566821808
STK11IP,9.48E-07,0.764128405
CBLN2,9.54E-07,0.32914815
FLVCR2,9.73E-07,0.632216992
IFT172,9.80E-07,0.804687953
NUPL2,9.86E-07,0.75994359
LOC100128542,1.00E-06,0.563433205
S100PBP,1.02E-06,0.763536089
NFIB,1.03E-06,0.695444643
RIN1,1.03E-06,0.489288266
C22orf24,1.05E-06,0.653376547
CARD10,1.05E-06,0.695407651
CNR1,1.06E-06,0.303645395
LRRC67,1.07E-06,0.582717306
MLLT6,1.07E-06,0.732147182
LRRC34,1.07E-06,0.534629935
PXMP4,1.10E-06,0.599292065
CCDC30,1.11E-06,0.642449903
VPS53,1.13E-06,0.806091482
SNAP25,1.15E-06,0.406141223
SPDYE1,1.17E-06,0.574332546
SGSH,1.18E-06,0.787839214
CAMKK2,1.18E-06,0.771328257
METTL3,1.23E-06,0.755750879
KRAS,1.24E-06,0.769470557
ZMYND15,1.25E-06,0.545186195
RARRES2,1.25E-06,0.39111163
MTMR2,1.25E-06,0.740430092
WHAMM,1.26E-06,0.777986059
ZSCAN16,1.26E-06,0.709368399
SYNE2,1.27E-06,0.600005677
NXN,1.28E-06,0.556901145
DOT1L,1.28E-06,0.711830898
TRAF4,1.28E-06,0.716350861
IFT81,1.31E-06,0.65491452
ARF5,1.32E-06,0.694633552
LIG1,1.34E-06,0.73952903
KIAA1984,1.35E-06,0.50935679
WASH3P,1.37E-06,0.657521126
ZBTB4,1.37E-06,0.776833954
MYO3A,1.37E-06,0.34154592
CETN2,1.39E-06,0.731425977
DPPA2,1.39E-06,0.412532373
LOC100240735,1.40E-06,0.528865745
AGAP7,1.41E-06,0.477639624
NECAB1,1.41E-06,0.398148119
SNPH,1.41E-06,0.562810489
KCNJ2,1.42E-06,0.598696965
MST1,1.42E-06,0.46690287
MANBAL,1.42E-06,0.791448462
CLK1,1.46E-06,0.605091367
MDK,1.46E-06,0.424209743
PRH1,1.48E-06,0.676689277
DDX5,1.48E-06,0.783841671
ZCCHC14,1.49E-06,0.719414548
LOC100132215,1.51E-06,0.510966593
RPL21P44,1.51E-06,0.598709817
RYBP,1.53E-06,0.795600723
ZNF709,1.53E-06,0.723451099
HOXA4,1.53E-06,0.580680873
CNP,1.55E-06,0.701753369
OR8B3,1.56E-06,0.764175343
NSUN5,1.57E-06,0.695969698
GNRHR2,1.63E-06,0.760375195
DPCD,1.63E-06,0.682922153
ACN9,1.63E-06,0.648833973
C6orf134,1.63E-06,0.665257147
LRWD1,1.64E-06,0.765694226
MEGF6,1.65E-06,0.504703698
IFNA1,1.67E-06,0.756683368
TP53I13,1.67E-06,0.655374721
PRKCG,1.68E-06,0.351492661
LOC100133331,1.69E-06,0.591631961
CAPN5,1.71E-06,0.696754598
ZNF69,1.71E-06,0.567168609
MAP3K1,1.72E-06,0.635607482
XPC,1.73E-06,0.74292899
PIP,1.73E-06,0.427645065
OR2A7,1.73E-06,0.615360561
LOC100132288,1.73E-06,0.526480534
PVRIG,1.74E-06,0.53031722
PEMT,1.74E-06,0.695682588
C10orf111,1.79E-06,0.618810007
SLC25A27,1.79E-06,0.40392933
CCDC102A,1.82E-06,0.666389178
SCNN1D,1.82E-06,0.448136049
LRP5L,1.83E-06,0.578314096
KCNJ16,1.86E-06,0.670262138
GOLGA8A,1.87E-06,0.425511195
ACTR3B,1.87E-06,0.769794043
LOC100130872,1.87E-06,0.386128388
PBX4,1.87E-06,0.510854828
ITM2B,1.88E-06,0.709153636
ARHGEF2,1.88E-06,0.700536048
RPL32P3,1.94E-06,0.612614512
KLRG2,1.95E-06,0.313459647
HOXA2,1.95E-06,0.420730773
PMS2L3,1.95E-06,0.647029385
ZNF273,1.97E-06,0.603791517
CKMT1B,1.98E-06,0.34479327
ZNF282,2.04E-06,0.770367174
C7orf44,2.05E-06,0.807872408
ANKMY2,2.07E-06,0.779518552
CDH4,2.11E-06,0.242161188
CXorf30,2.12E-06,0.497581618
SH3BP5L,2.12E-06,0.762122493
C20orf12,2.13E-06,0.676405233
ERBB2,2.15E-06,0.716837557
BBS9,2.16E-06,0.76645322
STX2,2.18E-06,0.751169695
PAR1,2.19E-06,0.603192808
ACAP3,2.21E-06,0.674958689
TBC1D3B,2.24E-06,0.465063235
TRAF1,2.25E-06,0.632758226
LOC646471,2.27E-06,0.537532267
CAPN12,2.28E-06,0.461183365
SFT2D3,2.36E-06,0.76945528
LRRC20,2.43E-06,0.61005641
SPON1,2.43E-06,0.266041925
IFITM5,2.43E-06,0.592434153
SLC6A20,2.47E-06,0.258807354
C14orf45,2.48E-06,0.687069029
KIAA0831,2.51E-06,0.799737946
ADAMTSL4,2.54E-06,0.528759449
IMPG1,2.54E-06,0.523438634
CLDN18,2.54E-06,0.613611776
TJP2,2.56E-06,0.724235527
PTPRN2,2.57E-06,0.56508762
PTMA,2.58E-06,0.757873099
IFT20,2.60E-06,0.762058051
HAUS7,2.60E-06,0.616618738
CPNE7,2.66E-06,0.28709199
TMEM200B,2.67E-06,0.452685029
PI4KAP1,2.71E-06,0.626485447
KDM6B,2.72E-06,0.735520312
POLI,2.74E-06,0.678628674
C7orf23,2.75E-06,0.732370007
SPA17,2.76E-06,0.720887672
C1orf88,2.76E-06,0.532836893
ZBBX,2.79E-06,0.433675168
GPR62,2.81E-06,0.551926816
SLFN13,2.83E-06,0.499034296
FIGNL2,2.86E-06,0.488885084
STK33,2.87E-06,0.52061716
LOC643719,2.87E-06,0.588552149
CRIP2,2.90E-06,0.593096591
NUB1,2.92E-06,0.824917198
CLCF1,2.95E-06,0.599832464
ZFP3,2.96E-06,0.554220449
LMLN,2.96E-06,0.727622986
THBS3,2.97E-06,0.666116828
NCRNA00094,2.98E-06,0.789625975
GSTK1,2.99E-06,0.69601369
CDHR2,3.00E-06,0.246331917
EPHB6,3.01E-06,0.572343728
NDOR1,3.01E-06,0.742431619
SLC25A36,3.07E-06,0.749776929
ST7OT4,3.09E-06,0.649850578
MASP1,3.10E-06,0.435474905
FAR1,3.10E-06,0.769642965
NEK3,3.12E-06,0.695196148
MTMR9L,3.14E-06,0.500309362
FDPSL2A,3.15E-06,0.560525286
YJEFN3,3.18E-06,0.412505113
LOC149837,3.18E-06,0.467669492
C17orf68,3.19E-06,0.772549948
DCAF12L1,3.23E-06,0.279764981
SMO,3.23E-06,0.588182129
TMUB1,3.24E-06,0.68089832
SNRNP70,3.24E-06,0.738721908
NLRX1,3.24E-06,0.789266412
PCBP4,3.27E-06,0.665806703
PPM1M,3.29E-06,0.711324289
STL,3.31E-06,0.600918392
SFRS13B,3.32E-06,0.554296518
SLC25A35,3.34E-06,0.69972698
SENP7,3.36E-06,0.70938834
DBNL,3.43E-06,0.773578861
KIF24,3.45E-06,0.712615997
PRRT1,3.47E-06,0.516382565
SLC12A9,3.52E-06,0.727994715
BTBD18,3.55E-06,0.681775969
CAMK2D,3.55E-06,0.767888076
C1orf213,3.57E-06,0.561882528
SLC37A3,3.58E-06,0.745603533
TMUB2,3.61E-06,0.802189095
C9orf71,3.64E-06,0.264117783
ZNF853,3.66E-06,0.525253678
SAMD12,3.72E-06,0.73333361
RND2,3.75E-06,0.463019266
ENGASE,3.76E-06,0.628327981
DDAH2,3.77E-06,0.689997354
CCDC108,3.78E-06,0.335307561
C7orf11,3.79E-06,0.77963618
LOC100272228,3.82E-06,0.46093125
RASSF4,3.84E-06,0.554872101
DDX51,3.86E-06,0.765796983
PLXNB2,3.87E-06,0.763311911
GOLGA8B,3.87E-06,0.403068405
MEPCE,3.88E-06,0.802160175
CCDC42B,3.90E-06,0.447067343
ALS2CR12,3.92E-06,0.522564602
ID1,3.94E-06,0.396344232
MGEA5,3.95E-06,0.779379826
PSMG3,3.96E-06,0.669995212
PCDHB16,3.97E-06,0.438106837
ATG4B,3.99E-06,0.738175218
CCDC154,4.06E-06,0.427743819
DGCR10,4.11E-06,0.452391821
BMP1,4.13E-06,0.586273859
FAM156A,4.15E-06,0.625055417
LOC100128573,4.18E-06,0.648553681
TMEM44,4.19E-06,0.634080814
C22orf13,4.22E-06,0.767733984
GBA3,4.24E-06,0.271860237
SMARCC2,4.27E-06,0.818413283
ZNF652,4.27E-06,0.790559856
C21orf49,4.31E-06,0.653775668
HDAC11,4.33E-06,0.71432919
ATAD3B,4.34E-06,0.585342981
C9orf170,4.34E-06,0.555434238
MYO15A,4.35E-06,0.44854118
GYPC,4.35E-06,0.559446356
EPHA7,4.36E-06,0.303312461
ADAMTS14,4.38E-06,0.379523739
CCDC84,4.42E-06,0.54807758
PRPF39,4.47E-06,0.674157131
DEFB1,4.49E-06,0.324403749
C9orf98,4.55E-06,0.639624507
POLR2J3,4.57E-06,0.627001326
ARL6IP5,4.57E-06,0.70561418
LRRC61,4.62E-06,0.658792088
SNORA7B,4.63E-06,0.574911939
C4orf48,4.64E-06,0.405004477
AAAS,4.70E-06,0.799289696
C7orf25,4.73E-06,0.802430506
ANKRD7,4.73E-06,0.543156555
ISYNA1,4.73E-06,0.570850786
HOXA1,4.74E-06,0.623647196
CPNE4,4.74E-06,0.246464923
C17orf75,4.77E-06,0.779130899
EVC,4.78E-06,0.566843793
HPGDS,4.85E-06,0.504991378
OR5K2,4.93E-06,0.755565702
ZSCAN21,4.94E-06,0.784216523
ARF6,5.00E-06,0.764560932
MSL1,5.00E-06,0.787334636
PCIF1,5.05E-06,0.813870719
AIFM3,5.08E-06,0.506530223
FAM18B2,5.15E-06,0.763428147
ZNF193,5.15E-06,0.691194604
VARS2,5.17E-06,0.719710095
ETNK1,5.18E-06,0.768686206
LOC150568,5.21E-06,0.567857805
ACVR2B,5.25E-06,0.728777305
NAV3,5.30E-06,0.444064217
C5orf13,5.30E-06,0.691892431
RSPH1,5.32E-06,0.527514002
C7orf51,5.39E-06,0.499960897
OSBPL10,5.47E-06,0.644754727
C5orf49,5.50E-06,0.459440018
LOC388152,5.53E-06,0.688789442
CA3,5.64E-06,0.524449024
CYP2D7P1,5.68E-06,0.462233303
LRRC27,5.72E-06,0.765886721
CCDC122,5.73E-06,0.631127442
UGT2A3,5.75E-06,0.313978279
LCA5L,5.84E-06,0.70673755
MARCKSL1,5.89E-06,0.576870723
RPL23AP64,5.90E-06,0.584390961
SBDSP1,5.92E-06,0.757689988
LOC284749,5.93E-06,0.343746056
TMEM130,5.95E-06,0.293584159
ZGLP1,5.97E-06,0.521015382
ZNF266,5.97E-06,0.631320621
LMO7,6.01E-06,0.670292653
ZNF337,6.02E-06,0.605829493
CDC42EP1,6.03E-06,0.704447114
COLQ,6.08E-06,0.577534628
LOC441294,6.08E-06,0.603033264
LOC284900,6.22E-06,0.653565465
SCGN,6.23E-06,0.30433602
SPNS3,6.24E-06,0.421119877
TUBB2C,6.30E-06,0.752699392
BMP8B,6.34E-06,0.397361721
FRMD5,6.36E-06,0.409629065
ALS2CR8,6.37E-06,0.667873017
SYN1,6.39E-06,0.46602636
TNFRSF25,6.40E-06,0.508071849
C3orf62,6.40E-06,0.695343126
HORMAD2,6.41E-06,0.623582743
DLGAP1,6.50E-06,0.30333295
BBS5,6.52E-06,0.767925945
NHS,6.54E-06,0.671645143
CYP3A5,6.57E-06,0.35321089
DUS4L,6.58E-06,0.795047408
NXNL2,6.61E-06,0.445335012
KIAA1009,6.67E-06,0.659971224
ASB14,6.70E-06,0.666553606
SHISA2,6.71E-06,0.41292863
TNFAIP2,6.77E-06,0.552420184
C15orf62,6.81E-06,0.630405847
LOC100286844,6.81E-06,0.723352334
ITGB4,6.87E-06,0.53650496
CKMT1A,6.90E-06,0.337803092
MREG,6.91E-06,0.609888152
ARHGEF5,6.92E-06,0.748447131
BCL11A,6.95E-06,0.472440481
MIOS,6.95E-06,0.809937899
SMYD4,6.98E-06,0.759698688
FAM111A,7.00E-06,0.737014092
LOC151009,7.00E-06,0.589380432
CCL27,7.01E-06,0.760160687
PRDXDD1P,7.02E-06,0.631641536
UNC5CL,7.09E-06,0.573188199
SLC44A2,7.12E-06,0.68943557
TRPM8,7.21E-06,0.267277879
C14orf73,7.24E-06,0.437870775
TTC23L,7.32E-06,0.607552388
ZNF185,7.36E-06,0.630109838
RGS13,7.41E-06,0.476644789
C6orf225,7.41E-06,0.777634683
C3orf67,7.58E-06,0.476937544
DRD4,7.61E-06,0.515706024
DDX56,7.61E-06,0.753511759
TUBE1,7.68E-06,0.713862054
TC2N,7.69E-06,0.625253826
WDR66,7.69E-06,0.418799828
NAA40,7.70E-06,0.793377164
FGF2,7.73E-06,0.513756823
FAM116A,7.79E-06,0.815164723
CSAD,7.80E-06,0.542647218
LOC285359,7.82E-06,0.690299991
CD40,7.84E-06,0.625490383
ZNF700,7.87E-06,0.704347385
NOTCH2NL,7.92E-06,0.664978956
GPR39,8.17E-06,0.675244708
EPHX3,8.17E-06,0.398152538
CDK13,8.18E-06,0.794056104
MED4,8.24E-06,0.821753964
SFRS18,8.26E-06,0.658770903
FLII,8.27E-06,0.766247315
ZYX,8.30E-06,0.707964703
EFNB3,8.31E-06,0.335496518
KAT2A,8.31E-06,0.600101957
AGAP8,8.41E-06,0.527242452
